facility_id,nurse_comm_stars,hf_excess_ratio
250025,5,1.0786
250031,2,1.0038
250034,5,1.1472
250036,4,1.0328
250038,4,1.0692
250040,3,1.1187
250048,3,1.0484
250050,3,1.0773
250057,5,0.9536
250058,3,1.0843
250069,3,0.9998
250078,4,1.0129
250082,2,1.0137
250084,3,1.0151
250093,3,0.9738
250094,4,0.9744
250097,4,1.04
250100,5,0.9882
250102,4,0.9486
250104,2,0.9794
250123,3,1.0689
250138,1,1.0517
250141,3,1.0634
250162,3,1.0695
250167,3,0.9972
250168,4,1.0451
260001,2,1.0183
260005,3,1.0127
260006,3,1.0336
260009,4,1.0338
260011,3,1.1245
260017,3,1.109
260020,4,0.9849
260022,2,1.0141
260023,4,1.1094
260024,5,1.0174
260025,4,1.1423
260027,2,0.9559
260032,4,1.0775
260040,2,0.9736
260048,2,0.9816
260052,3,0.966
260057,3,0.8964
260059,4,0.973
260062,4,0.9182
260065,3,0.951
260068,3,0.9154
260074,4,1.0011
260077,2,0.9929
260078,3,0.9643
260081,4,1.0537
260085,2,0.9692
260091,3,1.0793
260094,4,0.9102
260095,2,0.9521
260096,3,0.9043
260097,4,1.0839
260104,2,0.9676
260105,2,1.1032
260108,4,0.9328
260110,3,1.108
260113,2,1.0243
260119,2,1.0362
260137,4,0.9755
260138,4,0.9451
260141,3,1.0452
260142,3,1.042
260162,5,1.0819
260163,5,0.9819
260175,4,0.9799
260176,4,1.0254
260177,3,1.0427
260179,4,0.9841
260180,3,0.9894
260183,3,0.8327
260186,4,0.9825
260190,3,1.0032
260191,4,1.079
260193,2,1.0389
260195,3,0.9465
260200,3,0.9743
260214,3,1.0061
260216,4,0.8482
260219,4,0.948
270003,4,0.9361
270004,3,0.8916
270012,2,0.971
270014,5,0.9766
270017,4,0.9972
270023,3,1.0414
270049,4,0.8231
270051,3,0.9377
270057,4,0.9854
270086,4,0.9813
280003,4,0.8789
280009,4,1.0747
280013,3,1.0515
280020,2,1.0059
280023,4,0.9965
280032,4,0.9742
280040,4,0.9641
280060,3,0.9364
280061,2,0.9674
280065,2,1.0167
280077,4,1.0186
280081,3,1.0086
280105,5,0.9723
280111,4,0.9042
280125,4,0.9017
280128,5,0.9941
280130,3,0.9609
280132,3,1.06
280134,4,0.8856
280139,3,1.032
290001,3,0.945
290003,1,1.1067
290005,2,1.1121
290007,2,1.1129
290008,3,0.9755
290009,2,0.9944
290019,3,0.826
290021,2,1.062
290032,3,1.0292
290039,2,0.9424
290041,3,1.0478
290045,2,1.0474
290046,2,1.069
290047,2,0.9642
290049,4,0.9545
290053,4,1.0202
290054,1,0.96
290057,2,1.1084
300001,4,1.079
300003,4,0.8547
300005,3,0.9572
300011,3,0.9572
300012,4,0.9366
300014,5,1.0047
300017,4,1.0381
300018,4,0.9692
300019,3,0.9275
300020,4,0.952
300023,5,0.948
300029,3,1.0866
300034,4,1.0015
310001,3,0.9179
310002,2,1.0807
310003,2,1.1131
310005,4,1.0149
310006,2,1.1529
310008,3,0.9391
310009,2,1.0401
310010,3,1.0354
310012,3,0.9453
310014,3,1.0815
310015,4,0.8374
310016,2,1.0281
310017,4,0.8036
310019,2,1.1666
310022,3,1.1999
310024,3,1.0259
310025,1,1.0462
310027,2,1.047
310028,3,0.9298
310029,3,1.0706
310031,4,1.0649
310032,4,1.1219
310034,4,0.9949
310038,3,0.9671
310039,2,1.0259
310040,2,1.0449
310041,3,1.1729
310044,2,1.0402
310045,3,0.9124
310047,3,1.0273
310048,4,1.083
310050,2,1.1984
310051,3,0.8397
310052,3,0.914
310054,2,1.0311
310057,2,0.9964
310060,4,1.0929
310061,2,0.982
310064,3,1.0439
310069,4,1.1734
310070,3,1.0068
310073,3,1.0054
310074,3,1.0968
310075,3,0.9643
310076,3,0.9623
310083,1,1.0873
310084,3,1.0631
310086,3,1.1389
310092,1,1.0118
310096,2,1.0347
310108,2,0.9934
310110,4,1.0956
310111,3,1.0078
310112,3,0.976
310113,3,1.0024
310115,3,0.9402
310118,2,1.1014
310119,1,0.9955
310130,2,0.9631
320001,2,0.9695
320002,3,0.9122
320004,4,0.9965
320005,2,0.9386
320006,2,0.9878
320009,2,0.8922
320017,2,0.9598
320018,2,1.0035
320021,3,0.8794
320022,3,0.9768
320033,4,0.9919
320059,2,1.0556
320061,1,1.0301
320063,2,0.9946
320074,2,0.9548
320085,2,1.0526
320086,4,0.9917
320090,3,0.9766
320091,4,1.0624
330005,3,1.1166
330006,1,1.0299
330009,2,1.1867
330013,2,0.8821
330014,2,1.1576
330019,1,1.2419
330023,3,0.9538
330024,3,0.9823
330027,1,1.0712
330028,2,1.0046
330030,4,1.0356
330033,4,0.9529
330043,3,0.92
330044,2,1.0178
330045,4,0.9488
330046,2,1.0861
330047,3,0.9818
330049,4,0.9984
330055,2,0.933
330056,1,1.0833
330057,3,1.0987
330058,2,1.0807
330059,2,0.9349
330065,2,1.0401
330073,4,1.0379
330074,4,1.1586
330078,3,1.0393
330079,5,1.0059
330080,1,0.9848
330085,3,1.0478
330090,3,0.963
330094,2,1.0346
330096,4,0.9957
330101,3,0.862
330102,4,0.9996
330103,2,1.0371
330104,2,0.9452
330106,3,1.0816
330107,3,1.0977
330115,5,1.1031
330119,2,0.9703
330125,2,1.0734
330126,3,1.0625
330127,1,1.0321
330128,1,0.9927
330135,3,1.068
330136,3,0.9478
330140,3,1.207
330141,2,0.9369
330151,3,1.0114
330153,2,1.0388
330157,3,0.9927
330158,2,1.0782
330160,2,0.9573
330162,4,0.9371
330164,2,1.0273
330169,1,0.9982
330175,3,1.0916
330180,3,0.9343
330181,4,0.9051
330182,5,0.9509
330184,2,1.068
330185,4,0.97
330188,4,1.0124
330191,4,0.9338
330193,2,0.9631
330194,2,1.1235
330195,2,1.0413
330196,2,1.0969
330197,4,1.076
330198,2,0.9531
330199,1,0.977
330202,1,0.9175
330203,2,1.0084
330204,2,1.0603
330205,5,0.9856
330208,2,1.1035
330214,4,0.8765
330215,2,1.0297
330218,4,1.0143
330219,2,1.0676
330221,2,0.9918
330222,4,0.9386
330224,1,1.0196
330226,2,1.1027
330229,4,1.0024
330231,2,0.9399
330233,1,1.1096
330234,2,0.9699
330235,3,1.1023
330238,3,0.9925
330239,3,0.984
330240,1,1.0621
330241,4,1.0055
330246,4,0.9481
330250,3,1.052
330259,3,0.9805
330261,2,0.8914
330264,2,1.0355
330265,4,1.0195
330267,3,0.9868
330273,4,0.968
330276,3,0.9694
330277,3,1.0999
330279,3,1.0856
330285,4,0.9771
330286,2,0.8173
330304,3,0.9405
330307,4,0.9736
330331,3,0.9921
330332,4,0.9694
330350,2,1.1005
330386,2,1.0274
330393,3,1.1051
330394,3,0.9543
330395,1,1.0835
330396,2,1.0444
330399,1,1.0618
330401,4,0.8527
340001,3,1.021
340002,2,0.8809
340003,4,0.993
340004,2,1.0184
340008,4,0.9644
340010,3,0.9306
340013,3,0.9984
340014,3,0.9901
340015,3,0.9122
340016,4,0.9804
340017,4,0.8945
340020,3,1.083
340021,4,1.0411
340023,5,0.9226
340024,4,1.1102
340027,3,1.0492
340028,3,1.0818
340030,4,0.8466
340032,3,1.0456
340039,3,0.9709
340040,3,1.016
340041,3,0.9616
340042,3,1.0024
340047,4,0.921
340050,3,1.1187
340051,4,1.0298
340053,3,0.964
340060,4,1.0132
340061,4,0.8308
340064,3,0.9716
340068,3,1.0293
340069,3,0.9413
340070,3,1.0359
340071,4,1.0695
340075,3,0.9497
340085,4,0.9873
340087,4,1.0824
340090,4,1.0494
340091,3,0.9021
340096,3,1.0309
340097,4,1.0086
340098,3,0.9792
340099,3,1.0813
340107,4,1.1544
340109,4,1.0423
340113,3,0.9816
340114,4,0.9823
340115,4,0.9507
340116,2,1.0296
340119,3,0.9895
340120,4,1.0707
340123,4,0.9861
340126,2,1.0119
340129,2,1.056
340130,4,1.0559
340131,4,0.9965
340132,2,1.0609
340141,3,0.8796
340142,4,1.0751
340143,4,0.9199
340145,5,1.0477
340147,4,1.0946
340151,2,0.9858
340155,4,0.9927
340158,4,1.0007
340166,3,0.9982
340171,4,0.9424
340173,4,0.9203
340183,3,1.0312
340184,3,0.9529
340188,5,1.0263
340190,4,0.9303
340195,4,0.9723
350002,4,0.9395
350006,2,0.987
350011,2,0.9142
350015,2,0.8719
350019,2,0.9006
350070,3,0.9702
360001,4,0.9158
360002,4,1.0251
360003,3,0.8822
360006,4,0.9126
360008,5,1.0566
360009,3,1.0544
360010,3,0.9413
360011,4,1.071
360012,3,0.9143
360013,4,1.0046
360014,4,0.9638
360016,4,0.9871
360017,2,1.0624
360020,3,0.988
360025,4,1.0042
360026,5,1.0171
360027,3,0.9448
360029,5,0.9758
360032,4,0.9626
360035,3,0.9724
360036,5,1.0034
360039,4,0.9371
360040,3,1.0294
360041,4,0.9295
360046,5,1.0336
360048,3,1.0268
360051,2,1.021
360054,5,0.9532
360055,2,1.0221
360056,3,1.029
360058,5,0.9595
360059,3,1.0824
360064,3,1.0996
360065,3,1.0921
360066,4,0.9499
360068,3,0.9595
360070,3,1.1138
360071,5,1.0104
360072,4,1.0436
360075,5,0.8968
360076,3,0.9773
360077,4,0.9312
360078,4,1.1039
360079,3,1.1096
360080,3,1.0683
360082,4,0.9935
360084,3,0.9257
360085,3,0.9521
360086,2,1.024
360087,2,1.004
360089,5,1.0702
360091,4,0.9905
360092,5,0.9544
360095,4,0.8722
360096,3,1.1227
360098,4,1.1025
360107,4,0.9699
360109,4,1.0179
360112,4,1.0563
360118,3,0.9962
360121,5,1.0229
360123,4,0.9952
360125,5,1.128
360131,3,0.9593
360132,4,0.9709
360133,3,1.015
360134,3,0.9548
360137,3,1.0253
360143,3,0.9474
360144,3,1.0687
360145,4,1.1
360147,4,1.061
360148,5,0.9707
360150,4,1.0104
360152,3,0.9151
360155,3,1.0767
360156,4,1.0066
360159,3,0.9158
360161,2,1.0016
360163,4,0.9313
360170,4,1.1053
360172,3,1.035
360174,3,1.0754
360175,4,1.0797
360179,3,1.0385
360180,3,0.8795
360185,3,0.9506
360189,5,1.0497
360197,5,0.9575
360203,4,0.9929
360210,5,0.9826
360211,3,1.0895
360218,4,1.0658
360230,3,1.0011
360234,4,1.061
360236,3,0.9304
360239,4,1.0927
360259,4,0.9999
360270,5,1.0031
360276,4,1.0698
360348,4,0.9506
360354,3,1.2312
360359,2,1.0985
360360,4,1.2443
360364,4,0.9588
360365,4,1.0286
360368,5,0.9753
370001,3,0.9201
370002,4,0.9764
370004,5,0.9598
370006,3,0.9487
370008,3,1.0884
370013,3,0.9247
370014,2,1.1813
370016,3,0.9934
370018,3,0.9965
370019,4,0.9716
370020,4,1.0736
370022,4,0.9854
370023,4,0.9107
370025,3,1.0014
370026,4,0.9314
370028,2,0.9197
370034,3,1.0213
370037,3,0.9578
370039,3,0.8929
370047,4,1.0591
370049,3,1.1092
370054,4,0.9908
370056,2,1.1801
370078,3,1.0214
370089,4,1.1018
370091,4,0.9582
370093,2,1.0041
370094,2,1.0566
370097,2,1.101
370106,3,0.9797
370113,3,1.0098
370114,2,0.9429
370149,4,0.9021
370171,4,1.0292
370172,5,0.9489
370180,5,0.9725
370202,2,0.933
370211,3,0.9837
370215,5,0.9713
370218,4,0.9344
370227,4,0.9399
370228,5,0.9978
370234,5,0.8832
370235,3,0.9759
370236,3,0.9337
370237,5,0.9905
380001,4,0.9581
380002,4,0.9217
380004,3,0.9405
380005,4,0.9741
380007,3,1.0264
380009,4,0.9533
380014,4,0.9332
380017,4,1.012
380018,3,0.788
380020,4,0.9257
380021,2,0.9606
380022,5,0.9408
380025,3,0.9858
380027,4,0.8598
380037,4,0.8639
380038,4,0.9306
380047,5,0.8893
380050,3,1.0302
380051,3,0.9392
380052,4,1.0146
380060,3,0.9249
380061,4,0.9112
380071,3,0.9689
380075,4,0.9838
380082,3,0.9503
380089,3,0.9927
380090,3,1.0521
380091,3,0.9954
380102,3,0.8892
380103,4,0.9799
390001,3,0.9605
390002,3,0.9913
390003,5,1.0128
390004,2,1.0254
390006,4,1.0837
390009,3,0.9871
390012,3,1.0489
390013,4,0.9248
390016,3,0.9341
390026,2,0.9628
390027,2,1.0611
390028,4,0.9406
390030,4,1.0405
390032,4,1.0168
390035,5,1.0073
390036,3,0.996
390037,4,0.9541
390039,5,0.9848
390041,3,1.0898
390042,5,1.0242
390044,3,1.0129
390045,4,0.998
390046,4,0.9082
390048,5,1.0088
390049,4,1.1156
390050,3,1.0066
390056,3,0.9685
390057,4,0.9352
390058,4,1.0531
390062,5,0.9748
390063,4,1.1106
390065,4,0.836
390066,4,0.9649
390067,4,0.959
390068,4,1.0305
390070,2,1.0533
390073,3,0.901
390079,3,0.9774
390086,2,0.944
390090,5,0.9613
390091,4,0.9312
390093,5,0.9868
390096,3,1.0326
390097,3,1.054
390100,5,0.8415
390101,3,1.0093
390102,4,1.0334
390107,5,1.0145
390110,3,1.0023
390111,5,0.9466
390112,5,1.0257
390113,4,1.005
390114,4,0.9705
390115,3,1.2197
390116,3,1.032
390117,5,0.91
390123,3,0.9951
390125,3,0.969
390127,4,1.0926
390133,3,1.0272
390137,2,0.9839
390138,5,0.9671
390139,4,1.0936
390142,3,1.0369
390145,2,1.1225
390146,4,0.9885
390147,2,1.0978
390151,4,0.952
390153,4,0.9587
390156,2,1.0995
390160,5,1.0058
390162,5,0.9904
390163,3,0.9267
390164,4,1.0141
390168,4,0.9362
390173,3,1.0767
390174,4,1.0924
390178,4,0.9848
390179,5,0.9619
390180,2,1.0326
390183,5,1.0856
390185,3,0.8908
390195,4,0.9209
390199,5,0.9964
390201,3,0.9362
390203,5,1.0284
390204,2,0.9203
390211,4,1.0447
390217,4,1.0068
390219,4,0.9969
390222,4,0.9437
390223,5,0.8836
390225,4,0.8399
390226,3,1.0314
390228,4,1.0937
390231,3,1.1228
390233,4,0.964
390237,4,1.0315
390256,4,1.0118
390258,3,1.1038
390265,4,0.9572
390266,4,1.0117
390267,3,0.9982
390268,4,1.012
390270,3,1.0029
390304,2,1.0032
390326,4,0.991
390328,4,1.0174
390329,3,1.049
390330,3,1.0899
390332,5,1.0086
390334,5,1.0165
390335,5,1.0014
390336,4,1.0534
390337,5,1.022
390338,5,0.9942
390339,4,1.0132
410004,2,0.9808
410005,4,0.9988
410006,4,0.9223
410007,3,0.9511
410008,5,0.9579
410009,3,1.0495
410011,2,1.0992
410012,3,0.9441
410013,5,0.9356
420002,1,1.0196
420004,3,1.0858
420005,5,1.078
420007,4,1.0569
420009,3,0.9788
420010,4,1.0804
420015,3,0.9674
420018,2,0.9309
420020,2,0.997
420023,4,1.0035
420026,3,0.9771
420027,4,0.9865
420030,3,1.053
420033,4,0.8949
420036,3,1.0315
420037,4,0.9804
420038,4,0.9876
420043,5,1.064
420048,2,0.8823
420049,3,0.9629
420051,3,1.12
420053,4,1.0341
420055,4,1.01
420065,4,1.0094
420067,2,1.0855
420070,3,1.0496
420071,4,0.9707
420073,4,0.9547
420078,3,0.9789
420079,3,1.002
420080,2,1.0634
420082,3,1.0097
420085,2,0.9963
420086,3,0.9847
420087,5,0.9785
420089,4,0.9964
420091,3,1.0542
420098,3,0.9614
420101,3,0.9322
420103,5,1.0229
420104,5,1.0766
420105,4,1.0563
420106,3,0.9302
420107,3,1.0349
420109,5,0.999
420110,5,1.0054
430005,3,1.0127
430008,5,1.0128
430012,5,1.028
430014,4,0.8799
430015,3,1.0059
430016,4,0.9503
430027,4,0.9269
430048,3,1.0161
430077,3,0.7926
430095,5,0.8659
430097,3,0.9948
440002,3,0.9619
440003,2,0.9757
440006,2,1.044
440009,3,1.0263
440011,4,0.9762
440012,2,1.1493
440015,3,0.9382
440016,5,0.9928
440017,2,0.9674
440018,4,0.9913
440029,4,0.8956
440030,3,1.1265
440031,5,1.0829
440034,3,1.0434
440035,2,1.054
440039,4,0.9201
440046,4,0.8612
440048,2,1.0868
440049,2,0.9045
440050,3,1.07
440053,2,0.9268
440056,3,1.0888
440057,5,1.105
440058,3,0.9348
440059,4,1.0453
440063,2,0.966
440065,4,1.0288
440068,4,0.9866
440072,4,0.9417
440073,4,1.014
440081,4,0.9945
440082,2,0.9846
440084,3,1.039
440091,4,0.8656
440102,4,1.0185
440104,2,0.911
440110,4,1.0273
440120,3,0.9989
440125,3,1.106
440130,4,0.9599
440131,5,1.0325
440132,4,1.0203
440137,4,0.9849
440144,3,1.0061
440150,2,1.0585
440151,3,1.0401
440153,3,0.9824
440156,3,0.9805
440161,3,0.9497
440173,3,0.9485
440175,4,1.0137
440183,1,1.104
440184,4,0.9876
440185,2,1.0849
440187,4,0.9885
440193,3,0.951
440194,2,1.0554
440197,2,1.029
440227,4,1.022
440228,1,1.1074
450002,1,0.9869
450007,4,0.9965
450010,4,1.0655
450011,2,1.0296
450015,2,0.9565
450018,3,1.0958
450021,3,0.8731
450023,4,1.0797
450024,2,0.9809
450028,1,1.0058
450029,3,1.0136
450032,3,1.0597
450033,2,0.9021
450034,3,0.9608
450035,2,0.9817
450039,3,0.9661
450040,2,0.8982
450042,3,1.0401
450044,4,0.9909
450046,2,1.0053
450051,3,0.9783
450054,3,1.0043
450056,2,0.9857
450058,2,0.9353
450064,3,0.9798
450068,3,0.9419
450072,4,1.0725
450079,3,1.0876
450080,3,1.0086
450082,3,0.9972
450083,2,1.0192
450087,3,1.0547
450090,5,0.9774
450092,2,1.0503
450097,2,1.0281
450101,4,1.0059
450102,3,0.988
450104,5,1.0421
450107,2,1.0385
450119,2,1.0433
450128,3,0.9872
450132,3,0.8982
450133,3,0.9558
450135,3,0.8953
450137,3,1.0846
450147,3,0.946
450148,5,0.9091
450152,4,1.0156
450154,2,1.0238
450163,3,1.0294
450165,4,1.0219
450176,4,1.0695
450184,3,1.014
450193,2,0.9688
450194,4,1.0033
450196,2,1.0236
450203,3,1.0593
450209,2,0.938
450211,3,1.0666
450213,3,1.0345
450222,2,1.0241
450229,3,0.947
450231,3,0.9429
450236,5,0.9418
450237,2,1.0181
450272,3,0.937
450289,3,1.0334
450292,5,0.9767
450324,3,1.0884
450330,2,0.993
450346,3,1.0112
450347,3,1.083
450351,5,1.048
450352,3,1.0167
450358,3,0.9138
450370,4,1.0167
450372,4,1.0851
450379,2,1.0574
450388,3,1.0109
450389,4,1.0036
450395,5,1.0507
450403,3,1.0624
450419,4,0.9505
450424,4,0.8876
450431,3,0.9812
450447,2,0.9832
450462,2,0.8613
450465,4,0.9643
450469,3,1.0525
450475,4,0.9628
450484,2,0.9353
450508,3,1.044
450518,2,1.0083
450537,3,0.9671
450539,4,1.0222
450563,3,0.9421
450565,4,0.9902
450571,3,0.9172
450587,2,0.9673
450596,3,1.0519
450604,5,1.0082
450610,2,0.869
450617,2,1.0617
450634,3,1.066
450638,2,1.0621
450639,3,1.0596
450643,2,0.9661
450644,2,1.0225
450647,2,1.005
450651,2,0.9975
450656,4,1.0094
450659,3,0.9933
450661,3,0.9689
450662,2,1.0524
450668,2,1.0278
450669,3,0.9823
450670,2,1.0782
450672,2,1.0387
450675,2,1.041
450677,3,0.9892
450684,2,1.0059
450686,4,1.053
450688,2,0.9277
450690,5,0.9704
450694,3,1.0458
450702,3,0.9784
450709,5,0.9789
450711,2,0.999
450713,2,0.8972
450718,3,0.9856
450723,2,1.0478
450730,2,1.0167
450742,2,1.1098
450743,4,0.8921
450747,4,1.0064
450771,2,1.0176
450775,2,0.9997
450779,4,0.9982
450788,3,0.9295
450801,3,0.9764
450809,2,0.9873
450820,4,1.0519
450822,3,1.0008
450828,4,0.9359
450840,3,0.9892
450844,4,1.0795
450847,3,0.9956
450848,2,1.0448
450851,5,0.9387
450855,3,0.9835
450862,4,0.9914
450867,3,1.0223
450869,3,0.9902
450876,4,0.9539
450885,3,1.0065
450890,4,0.9849
450893,5,1.0406
460001,4,0.8665
460004,3,0.7827
460005,2,0.9696
460006,4,0.9999
460007,5,0.9487
460009,3,0.8437
460010,3,0.7459
460011,3,0.9562
460013,4,0.9716
460014,4,0.9859
460015,5,0.8582
460019,2,0.9517
460021,4,0.8788
460023,4,0.9594
460026,5,0.9629
460030,3,0.9831
460041,2,0.9084
460042,3,1.0602
460044,4,0.9605
460047,2,0.8849
460051,2,0.9908
460052,3,0.9524
460057,4,0.9954
460058,4,0.9641
460060,3,1.0559
460061,4,0.9351
470001,4,1.1293
470003,4,0.9562
470005,4,0.9904
470011,3,0.9813
470012,4,0.9526
470024,3,0.9529
490002,5,1.0391
490004,4,1.0191
490005,4,1.0076
490007,4,0.9704
490009,4,0.9164
490013,5,0.9451
490017,3,1.0762
490018,3,0.9339
490019,3,0.9997
490020,3,1.0391
490021,3,0.8509
490022,2,1.079
490023,3,1.0867
490024,3,0.9372
490032,4,0.9399
490033,3,1.031
490037,5,1.0011
490038,3,0.9769
490040,3,0.9283
490041,3,0.9564
490042,4,0.9735
490043,4,0.8732
490044,4,1.0269
490045,2,0.9793
490046,4,0.9968
490048,2,1.1404
490050,3,0.9405
490052,3,0.9378
490053,2,0.9422
490057,4,1.0519
490059,3,0.994
490060,5,1.0141
490063,4,0.9418
490066,5,0.8653
490067,3,1.1022
490069,3,1.0321
490075,3,1.1005
490077,4,0.8968
490084,4,1.046
490088,5,0.9964
490089,5,0.921
490090,4,0.9052
490092,5,1.0406
490093,4,1.0767
490098,5,1.002
490101,4,0.8433
490107,3,1.0257
490110,4,1.0806
490111,4,0.9517
490112,3,1.0246
490113,3,1.0877
490115,3,1.0363
490116,5,1.0015
490118,3,1.0119
490119,4,1.0454
490120,3,0.9934
490122,3,0.9366
490126,5,0.9548
490130,4,0.9628
490136,3,0.9602
490140,3,1.0106
490141,2,1.1463
490143,4,0.9513
490144,4,0.9654
490145,3,1.0178
500002,3,0.9048
500003,4,0.9213
500005,4,0.923
500007,4,0.9857
500008,4,0.8569
500011,2,0.9439
500014,3,0.9404
500015,2,0.9931
500016,4,0.9465
500019,3,1.0255
500021,3,0.9614
500024,4,1.0122
500025,4,0.9352
500026,2,0.991
500027,3,0.9705
500030,3,0.8801
500031,3,1.0019
500033,3,1.008
500036,2,0.9469
500039,3,0.8327
500041,3,0.9234
500044,3,0.8985
500050,3,0.8962
500051,3,0.9668
500053,2,0.971
500054,3,0.9469
500058,3,0.8929
500060,3,0.989
500064,2,0.9686
500072,4,1.0158
500077,3,0.9505
500079,2,0.9639
500084,2,0.9744
500088,3,0.9939
500108,2,0.8705
500119,4,0.9063
500124,4,0.8537
500129,2,0.995
500139,3,1.1532
500141,2,0.9899
500150,4,1.0473
500151,3,0.8602
500152,3,0.8818
500154,3,0.9831
510001,4,1.0101
510002,2,0.9768
510006,3,1.0416
510007,3,1.0361
510008,3,0.9693
510012,2,1.0706
510013,4,1.0256
510022,3,1.0771
510023,2,0.9951
510024,4,1.0804
510029,3,1.0361
510030,3,0.995
510038,2,0.9868
510046,3,0.9561
510048,2,0.9927
510050,3,0.9929
510055,2,1.0276
510058,4,1.1656
510062,3,1.0255
510070,3,1.1072
510072,5,1.0417
520002,4,1.0
520004,4,0.8645
520008,4,0.9306
520009,4,0.8644
520011,4,1.0823
520019,4,0.9983
520021,4,1.0523
520028,5,1.0121
520030,3,0.9006
520033,4,0.9505
520034,5,0.9906
520035,4,1.0577
520037,3,1.0475
520038,5,0.9706
520041,4,0.9827
520044,4,0.9789
520045,4,0.9311
520049,4,0.8864
520051,2,0.9698
520057,4,0.9558
520059,5,0.9455
520062,4,1.0696
520063,4,0.9361
520066,3,1.0429
520070,5,0.874
520071,4,0.9487
520075,3,0.9014
520076,2,1.0152
520078,3,0.9362
520083,4,0.8541
520087,4,0.8958
520088,4,0.9047
520089,4,1.0138
520091,5,0.9695
520095,5,0.9937
520096,3,0.9789
520097,3,0.9422
520098,4,1.0741
520100,4,1.0103
520102,4,0.975
520103,4,1.1283
520107,4,0.9873
520109,4,0.9779
520113,5,1.1404
520116,4,0.9394
520136,4,0.8945
520138,3,0.9962
520139,3,1.0287
520160,4,0.9127
520177,4,0.9418
520189,4,0.9607
520193,4,0.9436
520198,5,0.9725
520202,4,1.0283
520206,5,1.0124
520207,5,1.0442
520208,4,1.0099
520210,3,0.9962
520212,5,0.9751
530002,4,0.9635
530006,4,0.9901
530008,3,0.9964
530012,2,0.9362
530014,4,0.9227
530015,5,0.9198
530025,4,0.9454
670023,4,0.9648
670025,5,0.9595
670031,3,0.9945
670034,4,1.0281
670041,3,1.0137
670043,2,1.0617
670044,4,1.0052
670047,1,0.8867
670053,2,1.0035
670055,3,0.9545
670056,2,0.9195
670060,1,1.0075
670068,3,0.9623
670071,5,0.9835
670075,4,1.0132
670077,4,1.0285
670080,4,1.0275
670082,3,1.0101
670085,3,0.9865
670088,4,1.03
670098,4,1.069
670103,3,1.0003
670106,2,1.0298
670108,4,0.981
670120,2,1.0277
670122,4,0.9742
670128,5,0.9975
670260,3,1.0088
670300,4,0.9782
670309,5,0.9557
